ID,Profit99,Online99,Age99,Inc99,Tenure99,District99,Profit00,Online00,Billpay99,Billpay00
8329,61,0,2,1,5.66,1200,-13,0,0,0
8330,182,0,,,18.33,1200,,,0,
8331,-3,0,,4,20,1200,-3,0,0,0
8332,-9,0,,,7.5,1200,,,0,
8333,27,0,,,9.91,1200,198,0,0,0
8334,2,0,4,6,23,1300,20,0,0,0
8335,-22,0,5,5,5.75,1200,-18,0,0,0
8336,224,0,6,5,17.33,1200,212,0,0,0
8337,-178,0,3,6,11.5,1200,-75,1,0,0
8338,-39,0,,,0.75,1200,,,0,
8339,-114,0,1,4,5.58,1200,-97,1,0,0
8340,-51,1,2,5,3.25,1200,-28,0,0,0
8341,288,0,7,7,0.66,1200,366,0,0,0
8342,23,0,5,6,7.58,1200,-3,0,0,0
8343,-22,0,1,3,6.58,1100,-37,0,0,0
8344,-27,0,,,3.33,1200,,,0,
8345,-34,0,4,5,5.91,1200,-70,0,0,0
8346,-125,0,6,4,4.66,1300,-127,0,0,0
8347,194,0,6,4,2.91,1200,142,0,0,0
8348,-75,0,5,6,29.91,1300,24,0,0,0
8349,88,0,3,8,9,1200,3,0,0,0
8350,195,0,5,3,33.5,1200,160,0,0,0
8351,18,1,3,9,11.83,1200,25,1,0,0
8352,-80,0,4,6,9.75,1200,,,0,
8353,417,1,,,29.16,1200,,,0,
8354,81,0,,,17.08,1200,,,0,
8355,1553,0,7,5,30.08,1200,1584,0,0,0
8356,1281,0,7,3,10.58,1300,548,0,0,0
8357,-53,1,2,6,7.33,1200,94,1,0,0
8358,108,0,1,1,4.5,1200,-30,0,0,0
8359,358,1,4,6,15.33,1200,210,1,0,0
8360,120,0,5,7,17.83,1200,282,0,0,0
8361,-61,0,3,1,11.58,1200,14,0,0,0
8362,-46,1,4,4,1.5,1200,-36,1,0,0
8363,-124,0,5,6,4.58,1200,-127,0,0,0
8364,-27,0,4,4,12.83,1200,-6,0,0,0
8365,-40,0,,,5.33,1300,,,0,
8366,221,0,3,7,3.66,1200,203,0,0,0
8367,-31,0,,,3.5,1300,-31,0,0,0
8368,-59,0,7,7,12.75,1200,-23,0,0,0
8369,532,0,5,9,27.75,1200,1395,1,0,1
8370,-13,0,,,6.5,1200,,,0,
8371,-129,0,2,1,3.41,1300,-70,1,0,0
8372,-25,0,3,4,6.25,1100,-23,0,0,0
8373,-36,0,2,1,0.83,1300,,,0,
8374,-57,0,2,6,1.75,1200,70,1,0,0
8375,-42,0,,,6.83,1300,-28,0,0,0
8376,158,0,4,6,20.25,1300,259,0,0,0
8377,-30,0,,,6.5,1200,,,0,
8378,1411,0,3,9,14.83,1200,450,0,0,0
8379,-15,0,2,6,14,1200,24,0,0,0
8380,-162,1,4,4,5.08,1200,,,0,
8381,90,0,4,5,11,1300,90,1,0,0
8382,-63,0,6,1,24.58,1100,-55,0,0,0
8383,-54,0,,,22.08,1200,,,0,
8384,-63,0,5,9,29.91,1200,-45,0,0,0
8385,115,0,3,3,12.16,1200,403,0,0,0
8386,-30,0,,,1.33,1200,,,0,
8387,-39,0,5,5,7.66,1100,33,0,0,0
8388,33,0,5,8,10.25,1200,36,0,0,0
8389,-28,0,,,0.66,1200,-26,0,0,0
8390,85,0,,,3.66,1300,,,0,
8391,14,0,,5,7.75,1200,-33,1,0,0
8392,-18,0,,,1.83,1100,,,0,
8393,98,0,2,6,5.83,1200,107,1,0,0
8394,31,0,1,5,4.5,1200,-12,0,0,0
8395,227,0,4,3,4.41,1300,257,1,0,0
8396,-83,0,,,2.5,1200,-83,0,0,0
8397,-108,0,2,7,4.75,1200,-83,0,0,0
8398,-19,0,4,1,8.41,1300,-62,1,0,0
8399,6,0,,,13.16,1300,61,1,0,0
8400,-16,0,4,4,19.91,1100,-14,0,0,0
8401,374,0,,,4.5,1200,280,1,0,0
8402,30,0,1,7,3.83,1200,-9,0,0,0
8403,908,0,7,3,17.16,1200,968,0,0,0
8404,-3,0,3,6,6.25,1200,14,0,0,0
8405,-30,0,1,1,0.58,1300,-5,0,0,0
8406,102,0,4,4,13.83,1200,317,0,0,0
8407,-103,0,7,1,22.08,1200,-79,0,0,0
8408,-95,0,4,4,15.58,1200,23,0,0,0
8409,137,0,4,5,6.66,1200,121,0,0,0
8410,91,0,4,7,20.58,1300,62,0,0,0
8411,24,0,,2,7,1200,-138,0,0,0
8412,-26,0,1,7,5.41,1200,-15,1,0,0
8413,721,0,,,2.33,1200,,,0,
8414,-10,0,1,3,6.16,1200,,,0,
8415,49,0,,,16.25,1200,48,0,0,0
8416,441,1,2,7,4.5,1200,931,1,0,0
8417,106,0,5,6,15.83,1200,,,0,
8418,265,0,6,9,20.83,1200,171,0,0,0
8419,165,1,3,7,1.75,1300,1146,1,1,0
8420,-29,0,5,7,4.41,1100,-22,0,0,0
8421,140,0,3,9,7.41,1200,222,0,0,0
8422,-52,1,5,1,2.33,1100,-76,1,0,0
8423,176,0,2,6,0.5,1100,183,0,0,0
8424,-121,1,4,7,0.75,1200,-48,1,0,0
8425,-21,0,,,10.91,1200,-29,0,0,0
8426,182,0,,,4.58,1100,42,0,0,0
8427,1989,0,,,0.75,1200,,,0,
8428,25,0,4,5,8.75,1100,493,0,0,0
8429,-155,0,5,3,7.25,1200,-7,0,0,0
8430,38,0,,,1.33,1200,,,0,
8431,38,0,,,0.75,1200,,,0,
8432,-2,0,3,7,2.58,1200,,,0,
8433,285,1,3,6,14.58,1200,518,1,0,0
8434,612,1,5,6,8.25,1200,348,1,1,1
8435,937,1,3,8,4.83,1200,959,1,0,1
8436,317,0,2,9,5.5,1200,260,0,0,0
8437,-36,0,6,,21.33,1200,-40,0,0,0
8438,548,0,,,24,1100,383,0,0,0
8439,176,0,7,1,28.75,1100,-2,0,0,0
8440,213,0,,,21.75,1200,686,0,0,0
8441,-70,1,4,5,2.08,1200,288,1,0,0
8442,13,0,,,1.16,1200,10,0,0,0
8443,115,0,4,7,5.83,1200,1141,1,0,1
8444,331,0,,,0.16,1300,,,0,
8445,1207,0,6,3,5.75,1100,,,0,
8446,246,0,3,9,8.25,1200,165,0,0,0
8447,-27,0,,,5.83,1200,,,0,
8448,720,1,4,9,6.75,1200,753,1,0,0
8449,261,0,4,4,9.91,1300,1051,1,0,0
8450,19,1,,,11.58,1200,,,0,
8451,-23,0,,,0.58,1200,,,0,
8452,8,0,,1,1.41,1300,-18,0,0,0
8453,207,0,2,6,3.91,1100,342,0,0,0
8454,-27,0,6,5,2.41,1200,-32,0,0,0
8455,102,0,3,1,19.08,1100,-4,0,0,0
8456,-17,1,3,5,7,1200,1,1,0,0
8457,-21,0,4,5,7.33,1300,-16,0,0,0
8458,355,0,4,9,5.5,1200,389,0,0,0
8459,-25,0,2,3,3.08,1200,-26,0,0,0
8460,145,0,5,6,32.16,1300,260,0,0,0
8461,-59,0,7,6,17,1200,-251,0,0,0
8462,-2,0,,,5.91,1200,,,0,
8463,63,0,6,1,6.33,1200,97,0,0,0
8464,2,0,,,0.16,1300,,,0,
8465,78,0,5,9,25.41,1300,337,0,0,0
8466,-50,0,,,13.5,1200,-35,0,0,0
8467,-64,0,,,18.58,1200,-23,1,0,0
8468,52,0,4,8,14.58,1200,73,1,0,0
8469,-97,0,3,5,24.16,1200,-95,0,0,0
8470,-31,0,,,14.66,1200,-27,0,0,0
8471,-56,1,4,9,0.5,1300,-108,1,0,0
8472,219,0,7,5,17,1200,286,0,0,0
8473,-61,0,5,1,1.83,1300,-75,0,0,0
8474,-50,0,6,1,2.5,1300,-38,0,0,0
8475,-91,0,6,4,3.08,1200,-98,0,0,0
8476,181,0,4,7,15.91,1200,284,0,0,0
8477,133,1,3,8,7.58,1200,851,1,0,0
8478,-1,0,4,7,9.41,1200,-1,0,0,0
8479,-122,1,2,5,4.25,1200,-100,1,0,0
8480,99,0,7,1,22,1100,54,0,0,0
8481,-75,0,7,9,30.25,1200,71,0,0,0
8482,-33,1,3,1,10.16,1200,-37,1,0,0
8483,9,0,3,6,3.83,1200,18,0,0,0
8484,131,0,5,9,25,1200,109,0,0,0
8485,17,0,5,1,5.25,1300,-1,0,0,0
8486,491,0,7,6,15.66,1200,197,0,0,0
8487,-15,0,,,0.91,1300,,,0,
8488,-24,0,,,0.25,1200,76,0,0,0
8489,26,0,,,3.16,1200,,,0,
8490,-35,0,4,1,11,1200,-35,0,0,0
8491,-25,0,,,2.16,1200,-30,0,0,0
8492,-117,1,2,1,6.41,1200,-159,1,0,0
8493,35,0,5,1,17.25,1100,183,0,0,0
8494,-2,0,,,1,1100,,,0,
8495,446,0,,,23.58,1300,227,0,0,0
8496,-58,0,3,1,3.83,1200,-41,0,0,0
8497,-66,0,3,9,2.41,1200,,,0,
8498,230,0,3,1,7.25,1200,237,0,0,0
8499,4,1,3,6,7,1200,47,1,0,0
8500,-60,0,7,7,15.75,1200,-38,0,0,0
8501,106,0,7,1,12.66,1200,218,0,0,0
8502,326,0,6,2,19.25,1200,367,0,0,0
8503,292,0,4,7,7.75,1200,,,0,
8504,265,0,,,9.5,1200,,,0,
8505,34,0,5,6,1.41,1200,-24,0,0,0
8506,-3,0,4,5,3.83,1100,43,0,0,0
8507,228,0,3,9,10.16,1200,407,0,0,0
8508,41,0,5,2,1.58,1200,,,0,
8509,95,0,,,2.66,1100,,,0,
8510,-108,0,2,6,5.66,1200,-95,1,0,0
8511,-7,0,,,4.66,1200,-5,0,0,0
8512,115,0,6,7,2.75,1200,102,0,0,0
8513,-20,0,4,5,24.08,1200,-34,0,0,0
8514,253,0,,,14.5,1200,-52,0,0,0
8515,-28,0,4,2,1.91,1300,-29,0,0,0
8516,-102,0,4,4,6.66,1200,-25,0,0,0
8517,-15,0,4,,8.91,1100,-6,0,0,0
8518,-53,0,2,8,5.91,1200,-74,0,0,0
8519,87,0,3,9,9.66,1200,256,0,0,0
8520,312,0,,,10.75,1100,277,0,0,0
8521,-33,0,,,0.91,1200,-42,0,0,0
8522,-11,0,7,3,12.83,1200,-19,0,0,0
8523,-6,0,6,6,0.5,1200,3,0,0,0
8524,-120,0,,,37.33,1300,56,0,0,0
8525,75,1,,,1.33,1200,153,1,0,0
8526,68,0,2,7,7.5,1200,60,0,0,0
8527,60,0,5,3,17.75,1200,159,0,0,0
8528,229,0,1,6,5.41,1200,812,0,0,0
8529,1,0,,,2.66,1100,2,0,0,0
8530,259,1,3,5,14.91,1200,685,1,0,0
8531,-44,0,,,1.08,1300,,,0,
8532,681,0,4,6,12.08,1200,408,0,0,0
8533,-30,0,7,5,26.58,1100,-37,0,0,0
8534,-35,0,2,3,3.66,1200,9,0,0,0
8535,-43,0,3,6,0.58,1200,-12,0,0,0
8536,104,0,4,4,4.91,1300,187,0,0,0
8537,-89,0,6,3,12.58,1200,,,0,
8538,65,0,,,7.08,1200,69,0,0,0
8539,-24,0,2,6,1.08,1100,,,0,
8540,275,0,7,,5.16,1200,392,0,0,0
8541,-3,0,2,6,2.25,1200,-33,0,0,0
8542,247,0,3,6,6,1200,,,0,
8543,43,0,,3,6.25,1200,-20,0,0,0
8544,363,1,3,9,16.08,1200,103,1,0,0
8545,307,0,3,9,3.08,1200,,,0,
8546,22,0,,,10.75,1200,-42,0,0,0
8547,-112,0,3,7,16.25,1200,-157,0,0,0
8548,-39,0,,,14,1300,,,0,
8549,-75,0,4,7,5.41,1200,-76,0,0,0
8550,38,0,4,6,9.5,1100,-3,0,0,0
8551,443,0,4,7,2.25,1200,428,0,0,0
8552,-29,0,2,6,5.16,1200,-40,0,0,0
8553,-163,0,4,6,17.08,1200,-112,0,0,0
8554,105,1,7,3,7.08,1200,,,0,
8555,-61,0,4,7,0.75,1200,-17,0,0,0
8556,52,0,4,9,9.41,1200,26,0,0,0
8557,50,0,3,6,7.91,1200,37,0,0,0
8558,31,0,6,4,22.25,1200,77,0,0,0
8559,105,0,5,7,7.83,1200,155,0,0,0
8560,-161,0,2,7,5.91,1200,-5,0,0,0
8561,92,0,5,6,10.83,1200,,,0,
8562,600,0,3,5,3.33,1200,-20,0,0,0
8563,-15,0,2,4,8.5,1300,-45,1,0,0
8564,-124,0,3,6,20.41,1200,-94,0,0,0
8565,-45,0,3,4,15,1300,-48,0,0,0
8566,58,1,2,6,9.75,1200,-26,1,0,0
8567,7,0,2,7,33.5,1200,-4,0,0,0
8568,-56,0,,,0.58,1200,-36,0,0,0
8569,33,0,5,8,5.58,1200,219,0,0,0
8570,-77,0,3,7,21.08,1300,-58,0,0,0
8571,318,0,5,8,29.5,1200,92,0,0,0
8572,-115,0,4,9,12.66,1200,267,0,0,0
8573,-62,0,4,3,21.08,1200,-47,0,0,0
8574,0,0,1,3,5.16,1300,-2,0,0,0
8575,-47,0,4,7,6.58,1200,3,0,0,0
8576,12,0,,,1.91,1200,,,0,
8577,-9,0,4,9,3.5,1200,-15,0,0,0
8578,-42,0,,,2,1200,-66,0,0,0
8579,-55,0,,,0.5,1200,-50,0,0,0
8580,316,0,5,3,4.75,1200,340,1,0,0
8581,321,0,3,6,3.75,1300,-158,0,0,0
8582,-32,0,,7,1.33,1300,-32,0,0,0
8583,-74,0,,,8.91,1200,,,0,
8584,595,0,5,8,13.16,1200,202,0,0,0
8585,-33,0,,,4.75,1200,,,0,
8586,747,1,,,18,1200,,,0,
8587,23,0,4,1,1.08,1100,-24,1,0,0
8588,-129,1,4,6,25.83,1200,22,1,0,0
8589,50,0,3,9,11,1200,44,0,0,0
8590,342,0,3,9,6.25,1200,359,0,0,0
8591,-136,0,,,21.08,1200,-137,0,0,0
8592,-65,0,2,4,7.5,1200,61,0,0,0
8593,-60,0,,,3.75,1200,,,0,
8594,-165,0,7,9,4.16,1200,,,0,
8595,-74,0,7,5,6.5,1200,-80,0,0,0
8596,82,0,6,6,6.83,1300,113,0,0,0
8597,-26,0,2,6,1.5,1200,-6,1,0,1
8598,-75,0,,,3.25,1200,,,0,
8599,9,0,3,4,9.58,1200,23,0,0,0
8600,345,0,,,4.16,1200,342,0,0,0
8601,22,0,2,6,5.75,1200,-15,0,0,0
8602,806,0,5,9,9.25,1200,434,0,0,0
8603,155,0,3,1,3.83,1200,53,0,0,0
8604,21,0,4,6,6.41,1200,-38,0,0,0
8605,12,0,7,6,31.83,1200,74,0,0,0
8606,-42,0,5,1,31.83,1300,-38,0,0,0
8607,-31,1,6,5,6.25,1200,-16,1,0,0
8608,5,0,2,6,3,1200,-84,1,0,0
8609,-27,1,5,9,7.75,1200,178,0,0,0
8610,-29,0,,,1.33,1200,174,0,0,0
8611,34,1,4,4,21.58,1300,-4,1,0,0
8612,-4,1,2,8,1.83,1200,,1,1,0
8613,-33,0,6,6,6.91,1200,-55,0,0,0
8614,15,0,4,2,8.66,1200,-57,1,0,0
8615,20,0,6,6,10.75,1200,-55,0,0,0
8616,206,0,7,7,5.33,1200,197,0,0,0
8617,-2,0,2,4,9.33,1200,288,0,0,0
8618,5,0,7,3,6.25,1200,-5,0,0,0
8619,1122,1,5,7,22.08,1200,151,1,0,0
8620,1189,1,,,28.25,1200,,,0,
8621,-41,0,2,1,6.83,1300,-44,0,0,0
8622,265,0,5,4,12.91,1200,65,0,0,0
8623,-27,0,4,4,3,1200,,,0,
8624,-8,0,2,1,3.91,1100,10,0,0,0
8625,173,0,7,3,5.16,1200,,,0,
8626,33,1,,,0.16,1200,,,0,
8627,44,0,5,8,16.33,1200,47,0,0,0
8628,119,0,6,1,24.25,1100,179,0,0,0
8629,-3,0,4,6,2.5,1300,-3,0,0,0
8630,640,0,7,4,20.33,1200,827,0,0,0
8631,2,0,,,2.33,1200,,,0,
8632,-57,0,5,5,13.25,1200,-25,1,0,0
8633,369,0,,,7.08,1200,333,0,0,0
8634,-2,0,,,1.75,1300,,,0,
8635,108,0,5,6,6.5,1200,,,0,
8636,392,0,2,4,3.66,1300,351,0,0,0
8637,0,0,4,8,1.58,1200,14,0,0,0
8638,216,0,,,8.33,1300,,,0,
8639,-90,0,,,13.08,1200,-75,0,0,0
8640,4,0,5,1,2.66,1200,1,0,0,0
8641,230,0,6,1,28.41,1200,313,0,0,0
8642,11,0,4,3,14.33,1100,-35,0,0,0
8643,197,0,4,6,20.41,1200,89,0,0,0
8644,244,0,,,1.58,1200,,,0,
8645,-54,0,4,6,27.5,1200,-72,0,0,0
8646,-65,0,,,3.66,1200,-33,1,0,1
8647,11,0,,,1.5,1200,,,0,
8648,-136,0,,,4.08,1200,,,0,
8649,5,0,3,,4.83,1200,-40,0,0,0
8650,-150,0,4,7,17.83,1200,-126,0,0,0
8651,-19,0,3,7,22.5,1200,-25,1,0,0
8652,-61,0,4,4,28.58,1200,15,1,0,0
8653,-7,0,7,9,11.08,1200,-7,0,0,0
8654,-12,0,3,6,5.58,1200,-51,0,0,0
8655,38,0,,,1.66,1200,,,0,
8656,591,0,5,6,30.66,1200,586,1,0,0
8657,89,0,3,7,2.66,1200,52,0,0,0
8658,223,0,4,7,7.08,1200,337,0,0,0
8659,455,0,,,0.16,1200,,,0,
8660,128,0,4,3,3.75,1100,1247,0,0,0
8661,-26,0,,,0.41,1200,-6,0,0,0
8662,103,0,7,1,11.25,1200,63,0,0,0
8663,7,0,,,22.08,1200,69,0,0,0
8664,-95,0,2,5,2.75,1200,26,0,0,0
8665,-79,0,7,3,11.33,1200,-114,0,0,0
8666,14,0,2,7,3.16,1200,-2,0,0,0
8667,-34,0,3,,1.58,1200,-28,0,0,0
8668,18,0,3,6,4.5,1200,-35,0,0,0
8669,92,0,5,4,14.66,1200,-14,0,0,0
8670,-33,0,,,4.41,1200,,,0,
8671,636,0,5,8,31.75,1200,745,0,0,0
8672,-38,0,,,23.66,1200,,,0,
8673,292,0,3,9,7.33,1200,372,0,0,0
8674,624,0,3,9,11,1200,634,0,0,0
8675,458,0,6,9,31.58,1200,506,0,0,0
8676,16,0,,,1,1200,,,0,
8677,18,0,7,1,4.83,1200,91,0,0,0
8678,-18,0,4,3,5,1200,-20,0,0,0
8679,32,1,6,5,7.91,1200,110,1,0,0
8680,-12,0,2,5,3.58,1300,30,0,0,0
8681,4,0,,,18,1200,,,0,
8682,496,0,6,5,31.33,1200,430,0,0,0
8683,-8,0,7,6,6.16,1100,235,0,0,0
8684,9,0,2,2,5.91,1200,129,0,0,0
8685,153,0,7,1,30.25,1100,194,0,0,0
8686,10,0,5,6,11.41,1300,-3,0,0,0
8687,-27,0,,,6.41,1100,-30,1,0,0
8688,15,0,,,0.33,1200,,,0,
8689,346,0,2,9,14.58,1200,947,0,0,0
8690,-45,1,3,4,8.41,1200,50,1,0,0
8691,239,0,6,4,17,1200,339,0,0,0
8692,193,0,,,3.66,1200,155,0,0,0
8693,-37,0,3,3,1.33,1200,-19,0,0,0
8694,-48,0,,,0.75,1200,,,0,
8695,-28,0,,,1.16,1200,15,0,0,0
8696,134,0,4,8,11.41,1200,141,0,0,0
8697,-22,0,7,7,20.08,1200,-86,0,0,0
8698,50,0,,,7.41,1300,,,0,
8699,54,0,3,8,12.5,1200,58,0,0,0
8700,-23,0,7,1,13.83,1200,-53,0,0,0
8701,202,0,6,5,34.25,1300,120,0,0,0
8702,68,0,5,9,25.91,1200,1003,0,0,0
8703,658,0,7,7,6.33,1200,492,0,0,0
8704,200,0,5,8,31.83,1200,293,0,0,0
8705,335,0,4,5,2,1300,602,0,0,0
8706,164,0,4,4,5.08,1200,158,0,0,0
8707,1059,0,6,3,16.16,1100,376,0,0,0
8708,-4,1,5,6,21.16,1300,10,1,0,0
8709,-11,0,3,3,23.58,1200,-20,0,0,0
8710,24,0,2,7,23.5,1300,44,1,0,0
8711,-97,0,,,19.75,1300,-128,0,0,0
8712,-78,0,5,7,8.75,1200,-66,0,0,0
8713,-68,0,7,2,19.5,1200,-65,0,0,0
8714,-87,1,3,6,6.41,1200,-68,1,0,0
8715,163,0,5,1,33.83,1100,129,0,0,0
8716,-65,1,3,3,5.16,1100,-66,1,0,0
8717,-7,1,1,6,6.75,1300,-10,1,0,0
8718,113,0,2,5,4,1200,117,0,0,0
8719,106,0,7,3,21.08,1200,113,0,0,0
8720,-18,0,,,7.58,1200,,,0,
8721,24,0,2,8,6.08,1200,5,0,0,0
8722,-29,0,3,4,11.33,1200,-36,0,0,0
8723,-1,0,7,6,5.08,1200,-2,0,0,0
8724,189,0,2,6,3.83,1200,195,0,0,0
8725,-23,0,7,3,1.25,1200,106,0,0,0
8726,480,0,,,30.66,1100,632,0,0,0
8727,-24,0,,,5.91,1200,,,0,
8728,29,0,4,6,5.5,1200,38,0,0,0
8729,676,0,6,2,11.58,1100,354,0,0,0
8730,-28,0,,,5.33,1200,33,0,0,0
8731,142,1,5,7,22.08,1300,197,1,0,0
8732,283,0,2,3,17.91,1200,191,0,0,0
8733,107,1,3,6,12.41,1200,195,1,1,0
8734,150,0,7,4,17.25,1100,,,0,
8735,-62,0,7,8,10.08,1200,-66,0,0,0
8736,562,0,7,9,17.08,1200,42,0,0,0
8737,56,0,3,4,12.5,1200,-2,0,0,0
8738,-30,0,,,2.91,1200,-27,0,0,0
8739,247,0,,,10.5,1100,73,1,0,0
8740,341,0,4,5,19.16,1200,163,0,0,0
8741,-43,1,2,7,11.5,1200,136,1,0,0
8742,195,0,2,1,12.58,1100,-18,0,0,0
8743,20,0,5,5,18.91,1300,17,0,0,0
8744,214,0,5,7,30.08,1200,300,0,0,0
8745,146,0,3,6,9.5,1200,158,1,0,0
8746,-39,1,,,6.91,1200,64,1,0,1
8747,170,0,6,6,40.66,1200,323,0,0,0
8748,145,0,2,4,3.66,1200,71,0,0,0
8749,-3,0,2,3,1.91,1200,-3,0,0,0
8750,-48,0,3,7,4.83,1200,-35,0,0,0
8751,-98,0,2,3,7.41,1200,-111,0,0,0
8752,-102,0,4,6,6.16,1200,-131,0,0,0
8753,-119,0,4,3,24.5,1300,-147,1,0,0
8754,114,0,3,6,3.33,1200,,,0,
8755,187,0,6,4,27.33,1200,2,0,0,0
8756,245,0,7,1,32.33,1200,726,0,0,0
8757,-1,0,,,4.5,1100,-5,1,0,0
8758,-29,0,2,1,0.58,1200,,,0,
8759,597,1,7,6,31.83,1100,360,1,1,1
8760,75,0,4,6,5.83,1200,45,0,0,0
8761,100,0,6,5,13.41,1200,-9,0,0,0
8762,-24,0,2,3,11.5,1300,-2,0,0,0
8763,266,0,6,3,10.75,1200,72,0,0,0
8764,-35,0,,7,4.91,1200,,,0,
8765,-31,0,,,15.91,1300,,,0,
8766,592,0,3,9,3.66,1200,457,0,0,0
8767,684,0,4,6,22.08,1200,1114,0,0,0
8768,0,0,,,6.5,1200,-4,0,0,0
8769,-16,0,,,0.33,1100,,,0,
8770,435,0,3,5,21.08,1200,-4,0,0,0
8771,-123,0,4,9,8.25,1200,-141,0,0,0
8772,38,0,4,6,4.83,1200,110,1,0,0
8773,50,0,5,6,16,1200,261,0,0,0
8774,15,0,,,0.5,1200,17,0,0,0
8775,120,0,3,6,7.91,1200,2,0,0,0
8776,-33,0,5,3,20.66,1200,-71,1,0,0
8777,-12,0,,,16.08,1200,,,0,
8778,-7,0,4,7,19.25,1200,-31,0,0,0
8779,11,1,,,1,1200,,,0,
8780,1050,0,6,3,16.75,1200,991,0,0,0
8781,-32,0,2,3,0.66,1200,-7,0,0,0
8782,-46,0,3,3,1.91,1300,-43,0,0,0
8783,-23,0,,,35.66,1100,,,0,
8784,156,0,3,7,7.41,1200,157,0,0,0
8785,-5,0,7,3,0.66,1200,124,0,0,0
8786,258,0,,,11.58,1100,100,0,0,0
8787,-42,0,,,23.25,1200,-52,0,0,0
8788,-39,0,3,3,11.91,1200,-35,0,0,0
8789,158,0,,,6.08,1200,448,1,0,0
8790,-33,0,,6,3.91,1200,340,0,0,0
8791,90,0,1,1,4.66,1100,,,0,
8792,56,0,,,4.08,1300,47,0,0,0
8793,-106,0,1,,0.58,1200,-188,0,0,0
8794,141,0,4,6,12.66,1200,141,0,0,0
8795,184,0,3,1,3.5,1200,115,0,0,0
8796,440,0,4,6,6.5,1300,284,0,0,0
8797,-8,0,4,5,6.83,1200,-42,0,0,0
8798,2,0,5,1,0.91,1300,1,0,0,0
8799,-31,0,5,5,2.33,1200,-30,0,0,0
8800,-68,0,7,8,23.66,1200,-74,0,0,0
8801,238,0,5,6,14.5,1200,315,0,0,0
8802,495,0,3,7,17.08,1200,386,0,0,0
8803,-30,0,,,5.58,1200,-5,0,0,0
8804,369,0,2,7,3.58,1200,768,0,0,0
8805,73,0,3,5,8.75,1200,99,0,0,0
8806,-51,0,4,9,13.83,1200,,,0,
8807,-29,0,,,3.83,1200,,,0,
8808,-3,0,3,1,2.08,1300,-3,0,0,0
8809,3,0,5,7,20.83,1200,54,0,0,0
8810,75,0,5,5,14.91,1200,175,0,0,0
8811,-60,0,7,2,0.33,1100,,,0,
8812,10,0,3,7,1.41,1200,-6,0,0,0
8813,9,0,,,18.58,1200,10,0,0,0
8814,235,1,,,18.91,1200,-286,1,0,1
8815,69,0,,,7.33,1200,,,0,
8816,205,0,2,7,6.41,1100,-26,0,0,0
8817,-92,0,,,4.5,1300,,,0,
8818,-25,0,3,1,3.41,1200,-58,0,0,0
8819,234,1,2,7,6.83,1200,,,0,
8820,315,0,3,9,20.5,1200,407,0,0,0
8821,4,0,,,2.75,1200,-43,0,0,0
8822,317,1,,,0.91,1200,,,1,
8823,-34,0,7,4,13.08,1200,-1,0,0,0
8824,64,0,,,26.33,1100,270,0,0,0
8825,-97,0,,,5.16,1300,,,0,
8826,12,0,3,6,2.83,1200,10,0,0,0
8827,-1,0,5,7,11.75,1200,59,0,0,0
8828,295,1,3,9,4.25,1200,914,1,0,0
8829,15,0,5,1,0.41,1100,,,0,
8830,370,1,5,8,19.5,1200,246,1,0,0
8831,442,0,7,9,7.83,1200,,,0,
8832,-165,0,7,1,10.41,1200,-140,0,0,0
8833,165,1,3,6,14.75,1200,85,1,1,1
8834,82,0,2,6,25.58,1300,66,0,0,0
8835,-115,1,,,11.66,1200,18,1,0,1
8836,-24,1,,,1.91,1200,505,1,0,0
8837,-123,0,,,2.58,1100,,,0,
8838,-46,0,3,8,6.16,1200,-30,0,0,0
8839,16,0,,,0.91,1300,-8,0,0,0
8840,90,0,3,4,12.66,1200,67,0,0,0
8841,-15,0,5,6,17,1200,-22,0,0,0
8842,22,0,,,0.91,1200,73,0,0,0
8843,178,1,,,2.16,1200,,,1,
8844,1705,1,4,3,10.66,1300,-134,1,0,0
8845,-3,0,2,4,7.33,1200,10,0,0,0
8846,667,0,7,9,17.5,1200,350,0,0,0
8847,-163,1,4,9,10.58,1200,-1,1,0,1
8848,-54,0,3,1,2.25,1200,-34,0,0,0
8849,24,1,4,9,13.75,1200,-17,1,0,0
8850,44,0,7,8,5.5,1200,43,0,0,0
8851,1140,0,3,4,18.41,1100,1490,0,0,0
8852,-10,0,5,2,14.58,1200,-22,0,0,0
8853,264,0,7,3,13.25,1200,933,0,0,0
8854,-27,0,4,4,3.08,1200,-54,0,0,0
8855,446,0,5,7,13.75,1200,386,0,0,0
8856,-33,0,5,3,6.25,1200,59,0,0,0
8857,24,1,,,2.33,1200,-5,1,1,1
8858,837,0,3,7,24.83,1200,722,0,0,0
8859,106,0,3,8,3.83,1200,,,0,
8860,50,0,,,5.83,1200,21,0,0,0
8861,-200,1,2,6,4.16,1200,,,0,
8862,170,1,5,9,15.08,1200,295,1,0,0
8863,36,0,6,1,30.08,1200,15,0,0,0
8864,-6,0,,,1.25,1200,,,0,
8865,-72,0,3,6,5.25,1200,93,0,0,0
8866,-111,0,3,9,8.33,1200,-73,0,0,0
8867,-3,0,4,1,5.91,1100,-3,0,0,0
8868,28,0,,,5,1300,,,0,
8869,29,0,,,10.33,1200,,,0,
8870,157,0,,,27.66,1100,258,0,0,0
8871,252,0,4,6,26,1200,274,0,0,0
8872,1026,0,3,9,7.58,1200,413,1,0,0
