ID,CDS,DOLLARS,DATE
5041,4,51.67,9/6/97
5041,2,26.98,3/22/98
5041,2,27.57,5/31/98
5042,1,6.79,1/20/97
5043,2,13.56,1/20/97
5044,1,12.77,1/20/97
5045,1,14.79,1/20/97
5046,4,53.7,1/20/97
5047,2,32.33,2/24/97
5048,3,40.73,1/20/97
5049,2,26.86,1/20/97
5049,2,27.61,8/1/97
5050,1,19.99,1/20/97
5050,4,60.7,4/11/97
5050,2,32.54,4/27/97
5050,2,40.54,5/8/97
5050,1,15.36,6/27/97
5050,7,73.19,7/27/97
5050,3,36.13,7/30/97
5050,3,35.31,7/30/97
5050,1,13.97,8/2/97
5050,3,35.31,8/9/97
5050,3,71.47,11/12/97
5050,3,41.47,12/22/97
5050,3,40.47,1/28/98
5050,4,39.46,2/12/98
5050,2,25.48,2/15/98
5050,1,14.49,2/26/98
5050,1,32.49,3/6/98
5050,2,30.37,3/19/98
5050,3,35.56,3/25/98
5050,3,38.47,4/29/98
5050,2,33.98,6/10/98
5051,4,19.76,1/21/97
5052,5,67.64,1/20/97
5053,1,19.99,1/20/97
5054,1,11.77,1/20/97
5055,9,133.07,1/20/97
5055,2,46.74,1/25/97
5055,5,74.1,1/31/97
5055,4,55.88,2/1/97
5055,4,61.31,2/9/97
5055,2,28.56,3/13/97
5055,1,14.96,4/8/97
5055,2,29.93,4/13/97
5055,1,15.36,4/15/97
5055,1,13.97,4/29/97
5055,3,43.97,10/5/97
5055,2,26.98,10/15/97
5055,1,12.99,10/26/97
5055,2,33.98,10/27/97
5055,3,32.97,10/31/97
5055,3,38.97,11/2/97
5055,3,43.47,11/20/97
5055,2,35.98,12/8/97
5055,1,11.88,1/24/98
5055,4,42.04,3/24/98
5056,3,35.53,1/21/97
5056,3,31.51,1/22/97
5056,1,9.77,3/13/97
5056,2,26.14,8/18/97
5057,1,16.36,1/20/97
5057,3,49.08,2/13/97
5057,2,22.74,5/23/97
5057,1,19.99,5/30/97
5057,1,14.96,6/21/97
5057,3,20.47,9/27/97
5057,1,13.99,1/10/98
5057,3,37.47,6/16/98
5058,3,39.5,1/20/97
5059,2,46.96,1/20/97
5060,1,15.36,1/20/97
5060,4,60.84,4/7/97
5060,1,13.97,5/8/97
5060,2,29.33,5/13/97
5060,1,9.77,5/19/97
5060,1,15.49,2/15/98
5060,2,30.98,3/1/98
5060,1,12.99,5/11/98
5060,2,23.98,6/18/98
5061,1,35.99,1/20/97
5062,2,47.98,1/20/97
5063,1,15.36,1/20/97
5063,2,25.98,3/8/98
5064,3,35.31,1/20/97
5064,1,15.99,9/27/97
5065,5,96.99,1/21/97
5065,3,42.09,7/14/97
5065,1,24.7,7/29/97
5065,2,29.92,8/27/97
5065,2,41.74,9/8/97
5065,3,41.47,11/7/97
5065,1,12.99,5/14/98
5066,1,9.98,1/20/97
5067,3,41.5,1/30/97
5067,1,18.76,3/3/97
5067,2,9.48,3/9/98
5067,2,29.98,3/18/98
5068,1,8.97,1/20/97
5068,3,27.55,2/9/97
5068,7,49.06,4/18/97
5068,10,84.59,6/20/97
5068,5,51.87,7/8/97
5068,1,7.78,8/6/97
5068,11,112.37,8/7/97
5068,1,9.98,8/11/97
5068,4,38.46,11/27/97
5068,4,43.16,3/3/98
5068,1,7.69,3/12/98
5068,4,42.66,4/28/98
5069,1,30.97,1/20/97
5069,1,29.99,5/25/97
5070,2,23.54,1/20/97
5070,1,14.49,3/5/98
5070,2,25.98,3/28/98
5071,1,27.77,1/20/97
5072,2,26.76,1/20/97
5072,1,11.77,6/8/97
5072,2,28.48,9/13/97
5072,4,48.55,4/19/98
5073,1,7.78,1/20/97
5074,3,46.68,1/20/97
5075,2,22.74,1/20/97
5075,3,33.3,3/30/97
5076,1,12.49,1/20/97
5077,1,11.77,1/20/97
5077,1,11.77,2/22/97
5078,1,14.96,1/20/97
5078,2,30.32,3/31/97
5079,2,33.13,1/20/97
5079,1,15.36,1/20/97
5079,1,25.99,3/4/97
5079,1,20.99,10/8/97
5079,2,45.48,11/25/97
5079,1,31.49,12/27/97
5079,2,27.48,1/8/98
5079,1,14.49,2/11/98
5079,1,15.49,2/22/98
5079,1,13.99,5/3/98
5079,3,39.06,5/5/98
5080,1,15.36,1/20/97
5081,3,53.47,1/20/97
5082,2,22.13,1/20/97
5082,2,30.92,3/11/97
5082,1,16.36,5/26/97
5082,7,118.37,8/11/97
5082,3,36.47,10/4/97
5083,1,19.99,2/27/97
5084,3,41.9,1/20/97
5085,3,23.95,1/20/97
5085,1,8.77,2/5/97
5085,3,40.79,6/25/98
5086,3,44.51,1/20/97
5086,3,34.11,1/22/97
5087,2,26.13,1/20/97
5087,2,29.75,4/8/97
5088,3,41.91,1/20/97
5089,2,30.86,1/20/97
5090,1,15.76,1/20/97
5091,1,14.96,1/20/97
5092,2,27.36,1/20/97
5092,6,86.44,12/14/97
5092,9,101.41,2/17/98
5093,2,32.13,1/20/97
5094,1,11.77,1/20/97
5095,1,12.97,1/20/97
5095,2,27.98,11/23/97
5096,1,14.96,1/21/97
5096,1,11.77,3/13/97
5096,3,40.96,3/21/98
5097,5,73.65,1/20/97
5097,1,11.49,4/17/98
5098,1,13.97,1/20/97
5099,1,13.97,1/20/97
5099,1,29.37,1/29/97
5099,2,31.92,3/17/97
5099,1,28.77,5/18/97
5099,2,26.98,12/11/97
5099,2,32.48,1/29/98
5099,2,24.41,4/13/98
5100,2,30.75,1/20/97
5101,1,29.9,1/23/97
5101,1,12.99,4/29/97
5102,1,12.49,1/20/97
5102,1,11.77,4/17/97
5103,1,11.77,1/20/97
5103,1,15.96,5/26/97
5104,9,136.34,1/20/97
5104,9,141.73,4/30/97
5104,2,29.73,5/3/97
5104,6,107.94,2/17/98
5104,1,54.99,2/18/98
5105,3,34.31,1/20/97
5106,1,11.77,1/20/97
5106,1,14.96,7/20/97
5106,4,59.96,9/24/97
5107,1,9.98,1/20/97
5108,4,56.87,1/20/97
5108,3,31.31,1/22/97
5108,2,25.98,9/13/97
5108,2,46.98,9/27/97
5108,1,14.49,9/29/97
5108,1,10.49,12/28/97
5108,1,19.99,3/1/98
5109,1,39.99,1/20/97
5110,1,13.97,1/20/97
5110,1,6.49,6/24/98
5111,1,14.79,1/20/97
5111,1,8.97,2/21/97
5112,1,11.77,1/20/97
5112,1,11.77,2/19/97
5112,2,29.93,3/11/97
5112,2,43.73,5/17/97
5112,1,14.96,6/28/97
5112,1,8.97,7/29/97
5112,1,14.96,8/9/97
5112,3,99.97,11/8/97
5112,1,12.99,11/17/97
5112,2,29.98,11/17/97
5112,6,74.94,2/17/98
5112,6,65.76,3/3/98
5112,2,7.98,5/17/98
5112,1,11.49,5/23/98
5112,4,58.33,6/6/98
5112,3,63.49,6/13/98
5112,1,59.47,6/18/98
5113,3,37.91,1/20/97
5113,2,24.94,2/12/97
5114,1,11.77,1/20/97
5114,2,12.54,5/20/97
5114,2,68.57,4/21/98
5115,3,43.7,1/20/97
5115,2,21.74,2/8/97
5116,1,15.36,1/20/97
5116,1,9.99,2/27/97
5116,2,45.75,3/30/97
5116,1,16.36,4/15/97
5116,1,11.49,10/16/97
5116,4,40.96,2/1/98
5116,2,18.98,4/30/98
5117,3,51.52,1/20/97
5117,2,29.98,6/29/98
5117,4,56.96,6/30/98
5118,2,17.55,1/20/97
5118,1,15.36,2/8/97
5119,3,41.5,1/20/97
5119,1,11.77,2/2/97
5119,1,8.77,2/4/97
5119,2,27.94,3/24/97
5119,1,14.99,4/29/97
5119,7,87.54,7/26/97
5119,1,17.49,10/19/97
5119,4,73.46,10/19/97
5119,1,17.49,11/10/97
5119,4,64.46,11/22/97
5120,2,37.48,1/26/97
5120,2,29.92,3/25/97
5120,3,40.98,5/26/97
5120,4,57.86,6/15/97
5120,1,14.96,6/21/97
5120,2,31.32,8/22/97
5120,4,39.96,9/11/97
5120,2,33.48,10/31/97
5120,3,30.97,2/27/98
5121,1,13.97,1/20/97
5122,1,12.97,1/20/97
5122,1,19.99,1/29/97
5122,1,13.77,2/12/97
5122,2,28.93,3/1/97
5122,2,27.48,1/2/98
5122,1,16.49,3/16/98
5123,1,15.36,1/21/97
5123,1,13.99,9/29/97
5124,1,4.79,1/20/97
5124,2,31.98,6/18/98
5125,3,38.51,1/20/97
5125,3,37.31,1/26/97
5125,5,66.63,3/26/97
5125,5,58.45,4/16/97
5125,6,74.9,7/28/97
5125,3,37.47,2/9/98
5125,6,77.94,5/24/98
5126,3,43.74,1/20/97
5126,1,9.98,7/15/97
5127,2,30.72,1/20/97
5128,2,45.26,1/21/97
5128,4,51.96,11/6/97
5129,1,18.99,1/20/97
5130,1,19.99,1/20/97
5130,1,5.49,10/13/97
5130,1,15.49,10/25/97
5131,5,61.24,1/21/97
5131,4,38.08,1/29/97
5131,2,25.34,1/29/97
5131,3,54.9,2/4/97
5131,8,160.96,2/22/97
5131,3,59.72,3/16/97
5131,4,56.05,4/12/97
5131,3,46.68,8/14/97
5131,4,55.96,9/20/97
5131,8,102.92,10/1/97
5131,5,53.45,12/15/97
5131,2,25.48,2/22/98
5131,5,53.45,6/6/98
5131,2,19.98,6/10/98
5132,1,33.37,1/21/97
5133,7,91.37,1/21/97
5133,5,65.24,9/6/97
5134,1,5.99,1/21/97
5134,1,20.78,2/28/97
5135,4,49.44,1/21/97
5135,7,55.79,4/17/97
5135,5,58.1,6/19/97
5135,4,34.46,1/4/98
5135,6,56.94,3/2/98
5136,1,18.36,1/21/97
5137,2,27.54,1/21/97
5137,6,89.48,6/21/97
5137,7,128.13,4/1/98
5138,1,23.99,1/21/97
5138,7,85.96,6/1/97
5138,1,13.67,7/19/97
5138,1,14.99,7/20/97
5138,2,34.95,7/29/97
5138,1,13.67,8/7/97
5138,1,14.99,8/7/97
5139,3,38.33,1/21/97
5139,2,28.93,3/14/97
5139,1,14.96,3/23/97
5140,1,15.76,1/21/97
5141,1,14.7,1/21/97
5142,8,140.13,1/21/97
5142,4,90.69,1/24/97
5143,1,15.36,1/21/97
5144,1,13.97,1/21/97
5145,1,14.96,1/21/97
5145,2,41.74,1/21/97
5145,2,17.75,1/26/97
5145,1,13.97,1/30/97
5145,1,9.98,2/9/97
5145,1,13.97,3/7/97
5145,1,9.98,4/1/97
5145,1,9.98,4/20/97
5145,1,14.96,4/25/97
5145,1,14.96,5/4/97
5145,1,15.9,5/7/97
5145,2,29.75,5/18/97
5145,2,17.54,6/4/97
5145,2,31.32,6/20/97
5145,1,9.98,6/22/97
5145,1,13.97,6/27/97
5145,1,14.96,6/27/97
5145,4,56.48,7/30/97
5145,1,12.99,9/28/97
5145,3,34.97,10/13/97
5145,1,12.99,10/30/97
5145,2,23.48,11/11/97
5145,1,12.99,11/14/97
5145,2,28.98,12/12/97
5145,3,51.47,1/31/98
5145,1,11.88,4/16/98
5146,3,52.51,1/21/97
5146,1,13.99,1/2/98
5146,1,24.49,3/18/98
5146,1,28.49,5/19/98
5147,1,14.96,1/21/97
5147,1,13.99,4/14/98
5148,8,91.16,1/21/97
5148,4,47.21,1/27/97
5148,6,72.81,1/28/97
5148,7,88.59,2/12/97
5149,3,40.42,1/21/97
5150,1,13.77,3/16/97
5151,1,14.96,1/21/97
5152,1,23.99,1/21/97
5152,1,12.49,1/21/97
5152,2,24.98,4/11/97
5152,5,76.82,5/22/97
5152,1,23.88,5/28/97
5152,1,14.96,8/25/97
5152,2,27.98,9/19/97
5152,1,12.99,9/23/97
5152,2,17.48,11/4/97
5152,2,34.48,6/10/98
5153,1,29.77,1/21/97
5154,4,56.2,1/21/97
5155,2,24.96,1/21/97
5155,3,44.88,1/29/97
5155,1,27.77,2/2/97
5155,1,15.36,2/18/97
5155,2,20.74,2/20/97
5155,3,76.29,2/21/97
5155,3,42.09,3/3/97
5156,1,11.99,1/21/97
5156,1,11.97,3/22/97
5157,1,12.49,1/21/97
5158,2,23.94,1/21/97
5158,1,6.79,2/10/97
5158,4,21.56,4/29/97
5158,2,24.5,6/28/97
5158,1,17.99,9/9/97
5158,1,12.49,10/23/97
5158,4,16.46,10/30/97
5158,2,24.98,11/13/97
5159,2,42.98,1/21/97
5159,1,19.99,4/7/97
5159,1,19.99,4/28/97
5159,2,21.54,5/12/97
5159,4,54.88,5/20/97
5159,4,55.52,6/24/97
5159,1,21.49,1/7/98
5159,2,43.98,2/6/98
5160,2,27.67,1/21/97
5160,2,23.26,2/2/97
5160,1,28.49,2/21/98
5160,1,12.49,6/4/98
5161,6,77.61,1/21/97
5161,9,131.42,1/21/97
5162,1,15.7,1/21/97
5162,2,31.67,2/14/97
5163,1,11.77,1/21/97
5164,1,13.97,1/21/97
5165,1,27.77,1/21/97
5166,2,29.33,1/28/97
5166,2,27.48,4/3/98
5166,2,24.87,5/28/98
5167,2,49.29,1/21/97
5168,3,40.7,1/21/97
5168,2,29.33,8/6/97
5168,1,13.97,8/13/97
5168,2,24.98,9/16/97
5168,2,48.48,4/26/98
5168,2,30.98,5/13/98
5169,2,27.13,1/21/97
5169,3,39.71,3/30/97
5169,1,3.99,4/1/97
5169,1,14.96,9/8/97
5169,2,25.98,12/15/97
5169,1,11.88,6/3/98
5170,1,14.37,1/21/97
5170,1,8.77,6/26/97
5171,1,14.96,1/21/97
5172,3,39.71,1/23/97
5172,1,19.77,3/26/97
5172,3,43.47,9/17/97
5172,1,5.49,11/15/97
5173,1,17.3,1/23/97
5174,2,131.6,1/24/97
5174,3,59.68,3/21/97
5175,1,13.97,2/6/97
5175,1,10.77,5/21/97
5175,1,14.37,5/22/97
5175,1,15.36,5/29/97
5175,1,11.97,6/17/97
5175,1,14.96,7/18/97
5175,1,6.79,7/28/97
5175,1,11.49,11/7/97
5175,2,27.48,11/28/97
5175,1,12.99,12/12/97
5175,2,22.98,12/28/97
5175,1,2.99,2/10/98
5175,2,24.37,3/4/98
5175,4,32.28,3/31/98
5175,2,26.87,5/30/98
5176,1,13.97,1/21/97
5177,1,39.97,1/21/97
5177,3,36.64,3/18/97
5177,3,43.3,6/12/97
5177,3,30.47,9/30/97
5177,5,42.45,12/11/97
5178,2,25.74,1/21/97
5179,5,68.09,1/21/97
5179,4,55.51,2/3/97
5179,3,41.11,2/10/97
5180,2,35.8,1/21/97
5180,5,85.25,7/1/97
5180,4,55.88,7/19/97
5180,1,16.99,5/31/98
5180,19,234.56,6/1/98
5180,7,98.32,6/6/98
5181,1,11.77,1/21/97
5181,1,10.49,4/22/98
5182,1,21.99,1/21/97
5182,4,98.46,11/11/97
5183,2,33.74,1/30/97
5183,1,15.49,5/26/98
5184,1,13.97,1/21/97
5184,1,14.37,5/7/97
5184,2,25.48,4/30/98
5184,1,11.49,6/11/98
5185,3,37.91,1/21/97
5186,1,14.99,1/21/97
5187,1,12.97,1/21/97
5188,1,12.49,1/21/97
5188,1,13.99,2/28/98
5189,1,11.77,1/21/97
5190,2,24.34,3/9/97
5191,1,10.77,1/21/97
5191,2,23.54,2/24/97
5191,2,27.13,4/10/97
5192,3,31.51,1/21/97
5192,3,44.51,1/24/97
5192,1,11.77,1/28/97
5192,1,11.77,2/5/97
5192,1,14.37,2/5/97
5192,1,9.97,2/5/97
5192,7,81.41,2/24/97
5192,3,40.11,3/18/97
5192,3,40.71,3/24/97
5192,5,59.85,4/28/97
5192,5,65.63,5/21/97
5192,5,74.77,5/27/97
5192,5,62.04,6/23/97
5192,3,33.47,9/10/97
5193,1,13.99,1/21/97
5194,1,13.97,1/21/97
5195,6,69.24,1/21/97
5195,2,25.75,8/11/97
5195,3,42.47,4/16/98
5196,1,0,1/28/97
5197,2,23.54,1/21/97
5197,4,60.46,3/20/97
5197,5,72.22,5/7/97
5197,1,14.96,5/15/97
5197,1,11.77,8/1/97
5197,2,26.98,9/14/97
5197,1,9.49,10/18/97
5198,2,27.76,1/21/97
5199,1,11.77,1/21/97
5199,2,32.4,2/25/97
5200,1,14.96,1/21/97
5201,1,8.77,1/21/97
5201,3,33.97,1/7/98
5202,3,33.51,1/21/97
5203,1,13.97,1/21/97
5203,1,15.36,6/24/97
5203,1,13.99,2/15/98
5204,5,51.71,1/21/97
5205,2,38.6,1/21/97
5206,4,65.32,1/21/97
5206,1,14.79,1/21/97
5206,1,14.79,2/7/97
5206,2,28.76,2/25/97
5206,2,33.48,3/2/97
5206,3,47.12,3/25/97
5207,2,27.13,1/28/97
5208,3,41.1,1/21/97
5208,4,61.25,2/6/97
5208,5,71.02,4/2/97
5209,2,24.98,1/27/97
5210,15,199.53,2/10/97
5210,6,68.02,3/18/97
5211,1,18.76,1/21/97
5212,7,98.77,1/21/97
5213,1,14.37,1/21/97
5213,3,43.7,6/18/97
5213,3,38.97,11/3/97
5213,2,22.05,2/20/98
5213,2,25.16,3/20/98
5213,3,50.63,4/16/98
5213,2,23.76,5/28/98
5213,1,12.99,5/29/98
5214,1,11.77,1/21/97
5215,1,21.99,1/21/97
5216,2,25.96,1/21/97
5216,1,14.37,6/23/97
5217,1,14.96,1/21/97
5218,1,83.77,1/23/97
5219,1,17.9,1/21/97
5219,1,17.9,4/17/97
5220,2,24.98,1/21/97
5221,1,8.97,1/24/97
5221,1,19.3,2/4/97
5221,1,19.3,2/11/97
5221,1,4.77,2/20/97
5221,1,17.76,2/28/97
5221,5,77.84,3/5/97
5221,2,31.94,3/20/97
5221,2,25.96,3/25/97
5221,2,19.76,4/10/97
5221,2,30.69,4/30/97
5221,1,22.99,5/3/97
5221,1,31.03,5/20/97
5221,1,19.55,7/10/97
5222,2,25.94,1/21/97
5223,14,237.19,1/21/97
5223,3,38.31,1/21/97
5223,4,94.96,3/3/97
5223,9,157.18,3/16/97
5223,3,43.7,4/4/97
5223,2,23.74,5/3/97
5223,5,74.82,5/17/97
5223,3,49.31,5/21/97
5223,1,15.36,6/27/97
5223,1,14.96,6/29/97
5223,2,25.13,6/29/97
5223,8,117.55,7/20/97
5223,7,106.93,11/4/97
5223,6,92.44,12/22/97
5223,3,56.97,1/7/98
5223,2,30.48,3/8/98
5223,3,37.47,3/10/98
5223,3,40.97,3/10/98
5223,2,46.48,4/10/98
5223,4,60.96,4/24/98
5223,10,137.89,4/26/98
5223,3,44.47,5/11/98
5223,8,119.92,5/12/98
5223,1,13.99,5/15/98
5223,6,78.94,6/8/98
5223,11,162.39,6/16/98
5223,14,203.36,6/17/98
5224,2,23.54,1/21/97
5225,5,79.06,1/21/97
5226,2,29.75,1/25/97
5226,1,14.37,6/21/97
5226,1,14.37,8/6/97
5226,7,99.93,12/9/97
5226,4,37.46,1/10/98
5226,4,49.74,3/9/98
5226,3,37.47,3/9/98
5226,1,22.38,4/12/98
5226,1,9.08,4/14/98
5226,1,22.38,4/17/98
5227,1,14.37,1/21/97
5227,1,11.77,6/24/97
5228,2,40.76,1/21/97
5229,1,15.99,2/9/97
5230,1,57.77,1/21/97
5230,1,14.37,1/30/97
5230,3,46.51,3/8/97
5230,3,44.1,7/29/97
5230,1,15.99,9/21/97
5230,1,15.99,1/10/98
5231,2,29.58,1/21/97
5232,1,14.96,1/21/97
5232,4,52.27,6/5/97
5232,2,24.73,7/2/97
5232,3,39.3,7/7/97
5232,3,38.5,8/27/97
5232,3,38.97,9/16/97
5232,2,23.91,2/18/98
5232,3,42.36,5/15/98
5232,4,49.96,6/27/98
5233,2,28.93,1/21/97
5233,1,13.97,1/27/97
5234,1,14.37,1/21/97
5235,1,15.36,1/21/97
5235,1,14.79,1/23/97
5236,1,41.99,1/21/97
5237,1,44.99,1/21/97
5237,1,12.49,2/17/97
5237,1,12.49,11/27/97
5237,1,12.58,6/9/98
5237,1,12.58,6/10/98
5238,1,9.98,1/21/97
5239,4,58.26,1/21/97
5239,3,39.56,5/5/98
5240,3,47.71,2/3/97
5240,3,50.33,8/9/97
5240,2,26.56,8/18/97
5240,2,27.97,2/7/98
5241,1,15.36,1/21/97
5241,1,16.65,6/23/97
5242,1,12.99,2/3/97
5243,2,21.74,1/21/97
5244,2,33.15,1/23/97
5244,2,27.94,7/14/97
5244,1,12.99,1/24/98
5244,2,26.48,2/21/98
5245,1,15.76,1/21/97
5245,5,72.45,1/28/97
5246,5,65.45,1/21/97
5246,5,73.43,4/15/97
5246,6,81.44,10/30/97
5246,5,62.2,3/29/98
5246,6,75.21,6/30/98
5247,1,18.76,1/21/97
5248,2,9.98,1/21/97
5249,1,23.99,1/26/97
5249,2,24.48,10/10/97
5249,1,22.49,11/8/97
5250,2,35.69,1/21/97
5251,2,25.74,1/21/97
5251,2,32.54,2/21/97
5251,2,25.74,7/7/97
5251,6,82.21,8/31/97
5252,2,25.74,1/21/97
5252,2,37.74,3/17/97
5252,4,49.28,5/27/97
5252,2,25.48,6/1/98
5253,1,15.76,1/21/97
5254,3,39.28,1/22/97
5255,1,14.96,1/21/97
5255,2,28.48,4/5/98
5256,1,11.77,1/21/97
5257,1,12.97,1/21/97
5257,1,9.77,2/3/97
5257,1,13.97,3/11/97
5257,1,13.97,4/3/97
5257,2,25.14,5/20/97
5257,2,27.94,6/23/97
5257,1,14.96,8/27/97
5257,1,4.79,9/3/97
5257,1,14.96,10/8/97
5258,1,13.97,1/21/97
5259,2,37.48,1/21/97
5259,7,102.93,10/24/97
5260,1,14.99,1/21/97
5261,2,24.98,1/21/97
5261,4,34.56,2/3/97
5261,2,25.98,9/17/97
5262,1,14.37,1/21/97
5263,1,14.99,1/21/97
5263,1,13.97,7/21/97
5263,2,36.98,3/25/98
5264,1,14.37,2/6/97
5264,4,55.88,3/10/97
5264,3,40.51,4/27/97
5264,3,48.1,8/4/97
5265,2,26.13,1/21/97
5265,1,23.99,1/31/97
5265,2,34,2/8/97
5265,3,42.93,3/24/97
5265,2,30.37,5/23/97
5265,1,14.49,1/14/98
5265,1,11.99,3/9/98
5265,1,15.49,3/23/98
5266,5,33.95,1/31/97
5267,1,15.36,1/21/97
5267,1,14.37,1/29/97
5267,2,27.13,3/28/97
5267,1,28.49,10/24/97
5267,1,12.99,10/26/97
5267,1,12.99,11/8/97
5267,1,19.49,11/25/97
5267,1,25.49,4/2/98
5267,3,60.47,6/13/98
5268,4,55.26,1/21/97
5268,3,38.1,2/8/97
5268,2,29.33,5/31/97
5269,1,31.97,2/18/97
5270,4,46.47,1/21/97
5270,4,62.08,2/7/97
5270,1,27.77,2/26/97
5270,2,26.73,8/8/97
5270,5,60.21,2/23/98
5271,4,55.67,1/21/97
5272,1,13.77,1/21/97
5273,1,14.96,1/21/97
5274,1,15.99,1/23/97
5274,1,4.79,6/23/97
5274,6,103.79,3/18/98
5274,4,67.05,6/16/98
5275,1,14.96,1/21/97
5276,5,71.25,1/21/97
5277,1,29.99,1/21/97
5278,3,39.1,1/22/97
5278,12,177.04,3/21/97
5278,3,65.03,8/15/97
5279,2,29.33,1/21/97
5279,2,31.92,2/2/97
5279,1,15.96,3/1/97
5279,1,15.96,7/12/97
5279,1,31.49,12/25/97
5279,1,27.99,12/29/97
5279,3,36.47,3/8/98
5279,1,16.49,3/8/98
5279,1,26.99,3/27/98
5280,7,108.13,1/21/97
5281,1,14.37,1/21/97
5281,2,18.98,3/21/98
5282,1,4.79,1/21/97
5283,1,13.97,1/21/97
5284,1,14.96,1/21/97
5284,1,11.88,3/4/98
5285,1,11.97,1/21/97
5285,2,26.13,2/20/97
5285,3,44.09,6/18/97
5285,2,25.74,8/22/97
5285,2,26.98,12/6/97
5286,1,14.96,1/21/97
5286,1,13.97,1/28/97
5286,3,38.9,1/29/97
5286,1,11.77,2/3/97
5286,2,26.73,2/13/97
5287,1,14.79,1/21/97
5287,1,14.49,5/19/98
5288,3,59.31,1/22/97
5288,2,43.95,1/30/97
5289,1,9.98,1/21/97
5290,1,12.49,1/27/97
5290,1,19.55,5/16/97
5290,1,15.36,7/24/97
5290,1,17.99,10/16/97
5291,1,14.37,1/21/97
5292,1,14.79,1/21/97
5292,2,29.78,2/10/97
5292,1,16.36,3/13/97
5292,3,53.03,4/3/97
5292,2,29.98,5/1/97
5292,2,19.98,5/14/97
5292,1,17.3,6/13/97
5292,2,46.42,6/23/97
5292,1,13.97,6/25/97
5292,1,23.88,7/14/97
5292,4,47.08,7/28/97
5292,2,30.72,8/7/97
5292,1,14.99,8/22/97
5292,3,41.7,8/28/97
5292,2,22.98,10/10/97
5292,2,32.48,10/16/97
5292,2,33.98,10/30/97
5292,2,18.98,11/3/97
5292,3,28.97,11/11/97
5292,1,12.49,11/18/97
5292,4,53.46,12/1/97
5292,3,57.47,12/12/97
5292,2,27.98,12/19/97
5292,1,22.49,12/30/97
5292,1,11.99,2/23/98
5292,1,9.99,3/11/98
5292,3,41.97,3/18/98
5292,1,11.99,5/13/98
5292,3,29.97,5/21/98
5293,1,14.96,1/21/97
5294,1,13.97,1/21/97
5295,1,16.99,1/21/97
5295,1,16.99,3/31/97
5295,1,8.97,5/18/97
5295,1,17.3,5/26/97
5295,3,33.31,6/6/97
5295,1,13.77,6/27/97
5295,2,47.98,12/9/97
5296,7,82.39,1/21/97
5297,1,12.49,1/21/97
5298,1,14.37,1/21/97
5299,1,9.97,1/21/97
5299,5,69.82,3/22/97
5299,2,33.73,6/22/97
5299,1,27.99,10/22/97
5299,2,25.57,3/21/98
5300,2,29.73,1/21/97
5300,1,6.79,1/25/97
5300,1,15.36,5/26/97
5300,1,15.49,6/12/98
5301,1,0,1/21/97
5302,1,12.97,1/21/97
5302,1,11.49,9/30/97
5302,1,7.49,12/23/97
5303,1,14.79,1/21/97
5303,4,47.67,1/22/97
5303,5,102.05,2/3/97
5303,7,87.58,2/22/97
5303,3,36.5,3/20/97
5303,2,33.32,3/22/97
5303,2,28.34,4/22/97
5303,3,40.35,5/3/97
5303,1,14.37,5/26/97
5303,5,67.49,6/7/97
5303,5,68.07,7/1/97
5303,3,36.51,7/18/97
5303,4,53.27,7/26/97
5303,2,30.54,8/16/97
5303,2,39.54,8/19/97
5303,4,57.96,9/18/97
5303,4,63.46,10/9/97
5303,3,37.97,10/24/97
5303,3,44.47,11/28/97
5303,3,32.47,12/28/97
5303,3,43.47,1/30/98
5303,2,24.46,3/29/98
5303,2,25.98,4/4/98
5303,2,21.48,4/18/98
5303,2,29.48,5/3/98
5303,2,30.98,5/20/98
5303,3,35.47,6/16/98
5304,1,20.99,1/21/97
5305,4,38.49,1/21/97
5306,3,44.88,1/21/97
5307,3,35.31,2/8/97
5307,3,44.09,7/27/97
5307,6,73.94,9/17/97
5307,4,54.96,1/9/98
5308,1,58.97,1/21/97
5308,1,15.96,1/21/97
5309,2,30.72,1/21/97
5309,1,15.36,2/5/97
5310,3,16.77,1/21/97
5311,1,11.77,1/21/97
5311,2,29.73,2/25/97
5311,1,11.77,3/4/97
5311,2,25.14,3/11/97
5311,2,24.54,5/4/97
5311,1,15.99,12/8/97
5312,4,65.34,1/22/97
5313,6,82,1/21/97
5314,2,29.94,1/21/97
5315,1,13.97,1/22/97
5316,2,41.98,1/21/97
5317,2,35.4,1/21/97
5318,1,13.77,1/21/97
5319,1,14.96,1/21/97
5320,4,45.3,1/24/97
5320,1,14.37,1/31/97
5320,4,45.3,3/6/97
5320,3,72.71,3/11/97
5320,6,78.44,11/13/97
5321,1,11.77,1/21/97
5322,3,36.7,1/21/97
5323,3,37.47,3/8/97
5323,1,12.49,4/14/97
5324,2,28.13,1/21/97
5325,1,17.99,1/21/97
5325,1,11.77,2/16/97
5326,4,48.27,1/21/97
5326,3,29.51,1/26/97
5326,2,26.73,1/27/97
5326,3,35.91,2/23/97
5326,2,16.95,3/4/97
5327,1,12.49,1/21/97
5328,2,44.92,1/21/97
5329,2,18.54,1/21/97
5330,4,60.64,1/21/97
5331,1,32.77,3/5/97
5331,1,12.99,11/19/97
5332,3,77.5,2/11/97
5332,6,72.22,2/26/97
5332,2,28.34,3/22/97
5332,2,25.54,6/21/97
5332,4,57.05,6/23/97
5332,4,51.46,12/21/97
