Id,donate_00,donate_01,donate_02,donate_03,donate_04,donate_05,donate_06,donate_07,donate_08,donate_09,donate_10,donate_11
101803,1,1,1,1,0,1,1,1,0,1,1,0
101804,1,0,0,0,1,1,1,0,1,1,1,1
101805,1,0,0,0,0,0,0,0,0,0,0,0
101806,1,1,1,1,1,0,0,0,0,0,0,0
101807,1,1,1,1,1,1,1,1,1,1,1,1
101808,1,0,0,0,0,0,0,0,0,0,0,0
101809,1,0,0,0,0,0,0,0,0,0,0,0
101810,1,1,0,0,0,0,0,0,0,0,0,0
101811,1,0,0,0,0,0,0,0,0,0,0,0
101812,1,1,0,0,1,0,1,0,0,0,0,0
101813,1,1,1,1,1,0,0,0,0,0,0,0
101814,1,1,0,1,1,1,1,1,1,1,1,0
101815,1,1,0,0,0,0,0,0,0,0,0,0
101816,1,0,0,0,0,0,1,0,0,0,0,0
101817,1,0,0,0,0,0,0,0,0,0,0,0
101818,1,0,0,0,0,0,0,0,0,0,0,0
101819,1,1,0,0,0,0,0,1,1,1,1,1
101820,1,0,1,1,0,1,1,1,1,0,1,0
101821,1,1,0,0,0,0,0,0,0,0,0,0
101822,1,1,1,1,1,0,0,1,1,0,0,0
101823,1,0,0,0,0,1,0,0,0,0,0,0
101824,1,0,0,1,0,0,0,0,0,1,0,0
101825,1,0,1,0,0,0,1,0,0,1,0,0
101826,1,0,0,0,0,0,0,0,0,0,0,0
101827,1,1,1,0,0,0,0,0,1,0,1,0
101828,1,0,1,1,0,1,0,1,1,1,1,0
101829,1,0,0,0,0,0,1,1,1,0,1,1
101830,1,0,0,0,0,1,1,1,1,1,1,0
101831,1,1,1,1,1,1,0,0,0,0,0,0
101832,1,0,1,0,0,0,0,0,0,0,0,0
101833,1,0,0,0,0,0,0,0,0,0,0,0
101834,1,0,0,0,0,1,1,0,1,1,1,1
101835,1,1,0,0,0,0,0,0,0,0,0,0
101836,1,1,1,1,0,0,0,0,0,0,0,0
101837,1,1,1,0,1,0,0,1,0,1,0,1
101838,1,0,1,1,1,0,0,0,0,0,0,0
101839,1,1,1,0,0,0,0,0,0,0,0,0
101840,1,1,0,0,0,0,0,0,0,0,0,0
101841,1,0,0,0,0,0,0,0,0,0,0,0
101842,1,1,1,0,1,1,1,1,1,0,0,0
101843,1,0,0,0,0,0,0,0,0,0,0,0
101844,1,0,0,0,0,0,0,0,0,0,0,0
101845,1,0,0,0,0,0,0,0,0,0,0,0
101846,1,1,1,0,0,0,1,1,1,1,0,1
101847,1,1,0,0,0,0,0,0,0,0,0,0
101848,1,0,1,1,0,0,0,1,1,1,1,0
101849,1,1,0,0,0,0,0,1,1,1,0,1
101850,1,1,1,1,1,1,0,1,1,1,1,0
101851,1,0,0,0,0,0,0,0,0,0,0,0
101852,1,0,0,0,0,0,0,0,0,0,0,0
101853,1,1,1,1,1,0,1,1,1,1,1,1
101854,1,1,1,1,1,1,1,1,0,0,0,0
101855,1,0,0,0,0,0,0,0,0,0,0,0
101856,1,1,1,0,0,0,0,1,1,1,0,0
101857,1,0,0,0,0,1,0,0,1,1,0,0
101858,1,1,1,1,1,1,0,0,0,1,1,1
101859,1,0,1,0,0,0,0,0,0,0,0,0
101860,1,0,1,0,1,1,1,1,1,0,1,0
101861,1,0,0,1,1,1,1,1,1,1,1,1
101862,1,1,1,1,0,1,1,1,0,1,1,1
101863,1,0,0,0,0,1,1,0,0,0,0,0
101864,1,0,0,0,1,1,0,1,0,1,1,0
101865,1,1,0,0,0,0,0,0,0,0,0,0
101866,1,0,0,0,0,0,0,0,0,0,0,0
101867,1,0,0,0,0,0,0,0,0,0,0,0
101868,1,0,0,0,0,0,0,0,0,0,0,0
101869,1,0,0,0,0,0,0,0,0,0,0,0
101870,1,0,1,0,0,1,0,1,1,0,1,0
101871,1,0,0,0,0,0,0,0,0,0,0,0
101872,1,1,1,1,1,1,0,1,1,0,0,0
101873,1,1,0,0,0,0,0,0,0,0,0,0
101874,1,0,0,0,0,1,1,1,1,0,1,1
101875,1,0,0,0,0,0,0,0,0,0,0,0
101876,1,0,0,0,0,0,0,0,0,0,0,0
101877,1,0,0,0,0,0,0,0,0,0,0,0
101878,1,0,1,0,0,0,0,1,0,0,1,0
101879,1,0,0,0,0,0,0,0,0,0,0,0
101880,1,1,0,0,0,1,1,0,0,0,0,0
101881,1,0,1,1,1,1,1,0,1,1,1,0
101882,1,1,0,0,0,1,0,1,1,1,1,0
101883,1,0,0,0,0,0,0,0,0,0,0,0
101884,1,1,1,0,0,1,0,0,0,1,0,1
101885,1,1,1,0,0,0,0,0,0,0,0,0
101886,1,1,1,1,1,1,1,0,0,0,0,0
101887,1,1,1,1,0,1,1,0,0,0,0,0
101888,1,0,1,1,1,1,1,0,0,0,0,0
101889,1,0,1,0,0,0,0,0,0,0,0,0
101890,1,1,1,1,1,0,0,0,0,0,0,0
101891,1,0,0,0,0,0,0,0,0,0,0,0
101892,1,0,0,0,0,0,0,0,0,0,0,0
101893,1,1,1,1,1,0,1,1,1,1,1,0
101894,1,1,0,1,1,1,1,0,1,1,1,0
101895,1,0,0,0,0,0,1,0,0,0,0,0
101896,1,1,1,1,0,0,0,0,1,1,0,0
101897,1,1,1,0,0,0,0,1,0,0,0,0
101898,1,0,0,0,0,0,0,0,0,0,0,0
101899,1,0,1,0,0,0,0,0,0,0,0,0
101900,1,1,1,1,1,1,1,1,0,1,1,1
101901,1,0,0,0,0,0,0,0,0,0,0,0
101902,1,0,0,0,1,1,1,0,0,1,1,0
101903,1,0,0,0,0,0,0,0,0,0,0,0
101904,1,1,0,0,0,0,0,0,0,0,0,0
101905,1,0,0,0,0,1,0,0,0,0,0,0
101906,1,0,0,0,0,0,0,0,0,0,0,0
101907,1,1,1,0,0,0,0,0,0,0,0,0
101908,1,0,0,0,0,0,0,0,0,0,0,0
101909,1,0,0,0,0,0,0,0,0,0,0,0
101910,1,0,1,0,1,1,1,0,1,1,1,1
101911,1,1,1,1,1,1,0,1,1,0,0,1
101912,1,0,0,0,0,0,0,0,1,0,1,0
101913,1,1,0,0,0,0,0,0,0,0,0,0
101914,1,0,0,0,0,0,0,0,1,0,0,0
101915,1,0,1,1,0,1,0,1,1,0,1,1
101916,1,0,0,1,0,0,0,1,1,1,1,1
101917,1,1,0,0,0,0,0,0,0,0,0,0
101918,1,0,0,0,0,0,0,0,0,0,0,0
101919,1,1,0,0,0,0,0,0,0,0,0,0
101920,1,1,1,1,1,1,1,1,1,0,1,0
101921,1,0,0,0,1,1,0,0,1,0,0,0
101922,1,0,0,0,0,0,0,0,0,0,0,0
101923,1,1,0,1,0,1,1,1,1,1,0,1
101924,1,0,0,0,0,0,0,0,0,0,0,0
101925,1,1,0,0,0,0,0,0,0,0,0,0
101926,1,0,0,0,0,0,0,0,0,0,0,0
101927,1,0,1,1,1,0,1,0,1,1,1,0
101928,1,0,0,0,0,0,0,0,0,0,0,0
101929,1,0,0,0,0,0,0,0,0,0,0,0
101930,1,1,0,1,0,1,0,1,0,0,1,0
101931,1,1,1,0,0,0,0,0,1,0,1,0
101932,1,1,0,0,0,1,0,0,0,1,0,1
101933,1,0,0,0,0,0,0,0,0,0,0,0
101934,1,1,0,0,0,0,0,0,0,0,0,1
101935,1,0,0,0,0,1,1,0,1,1,0,0
101936,1,0,0,0,0,0,0,0,0,0,0,0
101937,1,0,0,0,0,0,0,0,0,0,0,0
101938,1,1,1,1,0,0,0,0,0,0,0,0
101939,1,0,1,0,0,1,1,0,1,1,1,0
101940,1,0,0,0,0,0,0,0,0,0,0,1
101941,1,1,0,0,0,0,0,0,0,1,0,0
101942,1,0,0,0,1,1,1,1,0,0,0,0
101943,1,0,0,0,0,0,0,0,0,0,0,0
101944,1,0,0,0,0,1,0,0,0,0,0,0
101945,1,0,0,0,1,0,0,0,0,0,0,0
101946,1,1,1,1,0,0,0,0,0,0,0,0
101947,1,1,1,1,0,1,1,1,1,0,1,0
101948,1,0,0,0,0,0,0,0,0,0,0,0
101949,1,1,0,1,0,1,1,1,1,1,1,1
101950,1,1,0,0,1,0,1,0,1,1,0,1
101951,1,1,0,1,0,0,1,1,0,0,0,0
101952,1,1,0,0,0,0,0,0,0,0,0,0
101953,1,1,1,0,0,0,0,0,0,0,0,0
101954,1,1,0,1,0,0,0,0,0,0,0,0
101955,1,1,0,0,0,1,1,1,1,1,0,0
101956,1,1,1,1,1,1,1,1,1,1,1,0
101957,1,0,0,0,0,0,0,0,0,0,0,0
101958,1,1,0,1,1,1,1,0,1,1,1,1
101959,1,1,0,1,1,1,1,1,1,1,1,1
101960,1,1,0,1,1,1,1,0,1,1,1,1
101961,1,1,1,1,1,0,1,0,1,1,1,1
101962,1,1,0,0,0,0,0,0,0,0,0,0
101963,1,0,0,0,0,0,0,0,0,0,0,0
101964,1,1,1,1,1,1,1,1,0,0,0,0
101965,1,0,1,0,0,0,0,0,0,0,0,0
101966,1,0,0,0,0,0,1,0,0,0,0,0
101967,1,1,1,1,1,1,1,1,1,0,1,1
101968,1,0,0,0,0,0,0,0,0,0,0,0
101969,1,0,0,1,0,1,0,1,0,1,0,1
101970,1,1,1,1,1,0,1,0,0,1,1,1
101971,1,0,0,1,1,1,1,0,0,1,0,0
101972,1,1,1,1,0,0,1,0,0,0,0,0
101973,1,0,0,0,0,0,0,1,1,0,1,1
101974,1,1,0,0,0,1,0,0,0,0,0,0
101975,1,1,1,1,0,1,1,1,1,1,1,1
101976,1,1,1,0,0,0,0,0,0,0,0,0
101977,1,1,0,0,0,0,0,0,0,0,0,0
101978,1,1,0,0,1,0,0,1,0,0,0,0
101979,1,1,1,1,0,0,0,0,0,0,0,0
101980,1,1,0,1,1,1,0,0,0,0,0,0
101981,1,0,0,0,1,1,0,0,1,0,1,1
101982,1,1,1,1,1,1,1,0,1,0,1,1
101983,1,0,0,0,0,0,0,0,0,0,0,0
101984,1,1,1,1,1,0,0,0,0,0,0,0
101985,1,1,0,0,0,0,0,0,0,0,0,0
101986,1,0,0,0,0,0,0,0,0,0,0,0
101987,1,0,0,0,0,1,0,0,1,0,0,0
101988,1,1,1,1,1,1,0,1,1,0,0,0
101989,1,0,0,0,0,0,0,0,0,0,0,0
101990,1,0,0,0,0,0,0,0,0,0,0,0
101991,1,0,0,0,0,0,0,0,0,0,0,0
101992,1,1,1,1,0,0,0,0,1,1,1,1
101993,1,1,0,0,0,0,0,0,0,0,0,0
101994,1,1,1,1,1,1,1,1,1,1,1,0
101995,1,0,0,0,0,0,0,0,0,0,0,0
101996,1,0,0,0,0,0,0,0,0,0,0,0
101997,1,1,1,0,0,1,1,1,1,1,1,1
101998,1,1,0,1,1,1,0,1,1,1,0,1
101999,1,0,0,0,0,0,0,0,0,0,0,0
102000,1,0,0,0,0,0,0,0,0,0,0,0
102001,1,0,0,0,0,0,1,0,1,0,0,0
102002,1,0,0,0,0,0,0,0,0,0,0,0
102003,1,0,0,0,0,0,0,0,0,0,0,0
102004,1,1,1,0,0,0,0,0,0,0,0,0
102005,1,0,0,0,0,0,1,1,1,0,0,0
102006,1,0,1,1,1,0,1,1,1,1,1,0
102007,1,0,0,0,0,0,0,0,1,1,0,0
102008,1,1,0,0,0,1,1,1,1,1,1,1
102009,1,1,0,0,0,0,1,0,0,0,0,0
102010,1,1,1,1,1,1,1,1,1,1,1,1
102011,1,0,0,0,0,0,0,0,0,0,0,0
102012,1,0,0,1,1,0,0,0,0,1,0,1
102013,1,1,1,1,1,1,1,1,1,0,1,1
102014,1,0,0,0,0,0,0,0,0,0,0,0
102015,1,1,0,0,0,0,0,0,0,0,0,0
102016,1,0,1,0,0,1,0,0,0,0,0,0
102017,1,1,1,1,0,0,1,1,1,1,0,0
102018,1,0,0,1,0,1,1,1,1,1,1,1
102019,1,0,0,0,0,0,0,0,0,0,0,0
102020,1,0,0,0,0,0,0,0,0,0,0,0
102021,1,1,1,1,1,1,1,1,1,1,1,1
102022,1,0,1,1,0,1,1,0,1,1,1,1
102023,1,0,0,0,0,1,0,0,0,1,0,1
102024,1,1,0,1,1,1,0,1,0,1,1,1
102025,1,0,0,0,0,0,0,0,0,0,0,0
102026,1,0,0,0,0,0,0,0,0,0,0,0
102027,1,0,0,0,0,0,0,0,0,0,0,0
102028,1,1,1,1,1,1,0,0,0,0,0,0
102029,1,1,1,1,0,1,1,1,1,1,1,1
102030,1,1,1,0,0,0,0,0,0,0,0,1
102031,1,1,1,0,0,0,0,0,0,0,0,0
102032,1,1,0,0,0,0,0,0,0,0,0,0
102033,1,1,1,1,0,0,0,0,0,0,0,0
102034,1,1,1,0,0,0,0,0,0,0,0,0
102035,1,1,0,0,0,0,0,0,0,0,0,0
102036,1,1,1,1,0,0,0,0,0,0,0,0
102037,1,1,0,0,0,0,0,0,0,0,0,0
102038,1,0,1,0,0,0,1,0,0,0,0,0
102039,1,1,0,0,0,0,0,0,0,0,0,0
102040,1,1,0,0,0,0,0,0,0,0,0,0
102041,1,1,1,1,1,1,0,0,0,0,0,0
102042,1,0,1,1,1,0,0,0,0,0,0,0
102043,1,0,0,0,0,0,0,0,0,0,0,0
102044,1,0,0,0,1,1,0,0,0,0,1,0
102045,1,0,0,0,0,0,0,0,0,0,0,0
102046,1,0,0,1,1,1,1,0,0,0,1,1
102047,1,1,0,1,0,1,1,1,0,1,0,0
102048,1,1,1,1,0,0,0,0,0,0,0,0
102049,1,1,1,0,1,1,0,0,0,0,0,0
102050,1,1,1,0,0,0,0,0,0,1,1,0
102051,1,0,1,0,1,1,1,1,1,1,1,1
102052,1,1,1,0,0,1,1,1,0,0,0,0
102053,1,0,0,0,0,0,0,1,1,1,0,0
102054,1,1,1,0,1,0,0,0,0,0,0,0
102055,1,0,0,0,0,0,1,0,1,0,0,1
102056,1,0,0,0,0,0,0,0,0,0,0,0
102057,1,0,0,1,0,0,0,0,0,0,0,0
102058,1,0,0,0,0,0,0,0,0,0,0,0
102059,1,0,0,0,0,0,0,0,0,0,0,0
102060,1,1,0,0,1,0,0,0,0,0,0,0
102061,1,1,0,0,0,0,0,0,0,0,0,0
102062,1,0,0,1,1,0,0,0,0,0,0,0
102063,1,0,0,1,0,0,0,0,0,0,0,0
102064,1,1,1,0,1,0,1,0,0,1,1,1
102065,1,0,0,0,0,1,1,1,1,0,0,0
102066,1,1,1,1,1,1,0,1,1,1,1,0
102067,1,0,0,0,0,0,0,0,0,0,0,0
102068,1,1,0,0,0,0,0,0,1,1,1,0
102069,1,1,0,0,1,1,1,1,1,1,1,1
102070,1,1,1,0,1,0,0,0,0,0,0,0
102071,1,0,0,0,0,0,0,0,0,0,0,0
102072,1,0,0,0,0,0,0,0,0,0,0,0
102073,1,0,0,0,0,0,0,0,0,0,0,0
102074,1,0,0,0,0,0,0,0,0,0,0,0
102075,1,1,0,0,0,0,0,0,0,0,0,0
102076,1,1,0,0,0,0,0,0,0,0,0,0
102077,1,0,0,0,1,0,0,0,0,0,0,0
102078,1,1,1,0,0,0,0,0,0,0,0,0
102079,1,0,0,0,0,0,0,0,0,0,0,0
102080,1,0,0,0,1,0,0,0,0,1,0,0
102081,1,1,0,0,1,0,0,0,1,1,0,0
102082,1,0,0,0,0,0,0,0,0,0,0,0
102083,1,0,1,0,0,0,0,0,0,0,0,0
102084,1,0,0,0,0,0,0,0,0,0,0,0
102085,1,0,1,1,0,0,0,0,1,0,1,0
102086,1,0,0,0,0,0,0,0,0,0,0,0
102087,1,0,0,0,0,0,0,0,0,0,0,0
102088,1,1,1,1,1,1,0,1,1,1,1,0
102089,1,0,0,1,0,0,0,0,0,0,0,0
102090,1,0,0,0,1,1,0,0,0,1,0,1
102091,1,1,0,0,0,0,0,0,0,0,0,0
102092,1,0,0,0,0,0,0,0,0,0,0,0
102093,1,0,0,0,0,0,0,0,0,0,0,0
102094,1,0,0,0,1,0,1,1,1,0,0,0
102095,1,0,0,0,0,0,0,0,0,0,0,0
102096,1,1,0,0,0,0,0,0,0,0,0,0
102097,1,0,0,0,0,0,0,0,0,0,0,0
102098,1,1,1,0,0,1,0,0,0,0,0,0
102099,1,0,0,0,0,0,0,0,0,0,0,0
102100,1,0,0,0,0,0,0,0,0,0,0,0
102101,1,0,0,0,0,0,0,0,0,0,0,0
102102,1,0,0,0,0,0,0,0,0,0,0,0
102103,1,0,0,0,0,0,0,0,0,0,0,0
102104,1,1,1,0,1,1,0,0,1,1,1,1
102105,1,0,0,0,0,0,0,0,0,0,0,0
102106,1,0,0,0,0,0,0,0,0,0,0,0
102107,1,0,0,0,0,0,0,0,0,0,0,0
102108,1,0,1,1,1,1,0,0,0,0,1,1
102109,1,0,0,0,0,0,0,0,0,0,0,0
102110,1,1,1,0,0,0,0,0,0,0,0,0
102111,1,0,0,0,0,0,0,0,0,0,0,0
102112,1,1,1,1,1,0,0,1,1,1,1,0
102113,1,1,1,0,1,1,1,1,1,1,1,0
102114,1,0,0,0,0,0,0,0,0,0,0,0
102115,1,0,0,0,0,0,0,0,0,0,0,0
102116,1,0,0,0,0,0,0,0,0,0,0,0
102117,1,1,0,1,1,0,0,0,0,0,0,0
102118,1,0,1,0,0,0,0,0,0,0,0,0
102119,1,0,0,0,0,0,0,0,0,0,0,0
102120,1,1,0,0,0,0,0,0,0,0,0,0
102121,1,0,1,1,0,0,1,1,0,1,1,0
102122,1,1,1,1,1,1,1,1,1,1,1,1
102123,1,0,0,0,0,0,0,0,0,0,0,0
102124,1,0,0,0,0,0,0,0,0,0,0,0
102125,1,0,0,0,1,1,1,0,0,0,0,0
102126,1,1,0,1,1,1,1,1,0,1,0,0
102127,1,1,1,0,0,0,0,0,0,0,0,0
102128,1,1,0,0,0,0,0,0,0,0,0,0
102129,1,1,0,0,0,0,0,0,0,0,0,0
102130,1,0,0,0,1,0,0,0,0,0,0,0
102131,1,0,0,0,0,0,0,0,0,0,0,0
102132,1,0,0,0,0,0,0,0,0,0,0,0
102133,1,0,0,0,1,0,0,0,0,0,0,0
102134,1,1,0,0,0,0,0,0,0,0,0,0
102135,1,0,0,1,0,0,1,0,0,0,0,0
102136,1,0,1,0,0,0,0,0,0,0,0,0
102137,1,0,1,0,1,0,0,1,1,1,1,1
102138,1,1,0,0,0,0,0,0,0,0,0,0
102139,1,1,1,0,0,0,0,0,0,0,0,0
102140,1,0,0,0,0,0,0,0,0,0,0,0
102141,1,0,0,0,0,0,0,0,0,0,0,0
102142,1,0,0,0,0,0,0,0,0,0,0,0
102143,1,0,0,0,0,0,0,0,0,0,0,0
102144,1,0,0,0,0,0,0,0,0,0,0,0
102145,1,0,0,0,0,0,0,0,0,0,0,0
102146,1,0,0,0,0,0,0,0,0,0,0,0
102147,1,1,0,0,0,0,0,0,0,0,0,0
102148,1,0,0,1,1,1,0,0,0,0,0,1
102149,1,1,0,0,0,0,0,0,0,0,0,0
102150,1,1,0,0,1,1,0,0,1,0,1,0
102151,1,1,1,1,1,0,0,0,0,0,0,0
102152,1,1,1,0,1,0,0,0,0,0,0,0
102153,1,0,0,0,0,0,0,0,0,0,0,0
102154,1,1,1,0,1,0,0,0,0,0,0,0
102155,1,0,0,0,0,0,0,0,0,0,0,0
102156,1,0,0,0,0,0,0,0,0,0,0,0
102157,1,0,0,0,0,0,0,0,0,0,0,0
102158,1,1,0,0,0,0,0,0,0,0,0,1
102159,1,0,0,0,0,0,0,0,0,0,0,0
102160,1,1,0,1,1,1,1,1,1,1,1,1
102161,1,0,0,0,0,0,0,0,0,0,0,0
102162,1,0,0,0,0,0,0,0,0,0,0,0
102163,1,0,0,0,0,0,0,0,0,0,0,0
102164,1,0,1,0,0,0,0,0,0,0,0,0
102165,1,1,1,0,1,0,0,0,0,0,0,0
102166,1,0,0,1,1,1,0,1,0,1,0,0
102167,1,0,0,0,0,0,0,0,0,0,0,0
102168,1,0,0,0,0,0,0,0,0,0,0,0
102169,1,0,1,0,0,0,1,0,0,0,0,0
102170,1,0,0,0,0,0,0,0,0,0,0,0
102171,1,1,1,0,1,0,0,0,0,0,0,0
102172,1,0,0,0,0,0,1,1,1,1,1,1
102173,1,0,1,0,0,0,0,0,0,0,0,0
102174,1,0,0,0,0,0,0,0,0,0,0,0
102175,1,0,0,0,0,0,0,0,0,0,0,0
102176,1,1,0,0,0,0,0,0,0,1,0,0
102177,1,0,0,0,0,0,0,0,0,0,0,0
102178,1,0,0,0,0,0,0,0,0,0,0,0
102179,1,0,0,0,0,0,0,0,0,0,0,0
102180,1,0,0,0,0,0,0,0,0,0,0,0
102181,1,0,0,0,0,0,0,0,0,0,0,0
102182,1,0,0,0,0,0,0,0,0,0,0,0
102183,1,0,0,0,0,0,0,0,0,0,0,0
102184,1,0,1,0,0,0,0,0,0,0,0,0
102185,1,1,1,1,1,0,0,0,0,0,0,0
102186,1,0,0,0,1,0,0,0,0,0,0,0
102187,1,1,1,0,0,0,0,0,0,0,0,0
102188,1,1,0,0,0,0,0,0,0,0,0,0
102189,1,0,1,1,0,0,0,0,0,0,0,0
102190,1,0,0,0,0,0,0,0,0,0,0,0
102191,1,0,0,0,0,0,0,0,0,0,0,0
102192,1,0,0,0,0,0,0,0,0,0,0,0
102193,1,0,0,0,0,0,0,0,0,0,0,0
102194,1,0,0,0,0,0,0,0,0,0,0,0
102195,1,0,0,0,0,0,0,0,0,0,0,0
102196,1,0,0,0,0,0,0,0,0,0,0,0
102197,1,0,0,0,0,0,0,0,0,0,0,0
102198,1,1,1,1,1,1,1,1,1,1,0,0
102199,1,1,0,1,1,1,1,1,1,1,1,1
102200,1,1,1,1,1,1,1,1,1,0,0,0
102201,1,0,0,0,0,0,0,0,0,0,0,0
102202,1,1,1,0,0,0,0,0,0,0,0,0
102203,1,0,0,0,0,0,0,0,0,0,0,0
102204,1,0,0,0,0,0,0,0,0,0,0,0
102205,1,1,1,0,0,0,0,0,0,0,0,0
102206,1,0,0,0,0,1,0,0,0,0,0,0
102207,1,0,0,0,0,0,0,0,0,0,0,0
102208,1,0,0,0,0,0,0,0,0,0,0,0
102209,1,0,0,0,1,0,1,1,1,1,1,0
102210,1,0,1,1,0,0,0,0,0,0,0,0
102211,1,1,0,0,0,0,0,0,0,1,0,0
102212,1,1,0,0,0,0,0,0,0,0,0,0
102213,1,0,1,1,0,0,0,0,0,0,0,0
102214,1,0,0,0,0,0,0,0,0,0,0,0
102215,1,1,0,0,0,0,0,0,1,0,0,0
102216,1,1,1,1,1,1,1,1,1,1,1,1
102217,1,0,0,0,0,0,0,0,0,0,0,0
102218,1,1,0,0,0,0,0,0,0,0,0,0
102219,1,1,1,1,1,1,1,1,0,0,0,1
102220,1,1,1,1,1,1,1,1,1,1,1,0
102221,1,1,0,0,0,0,0,0,0,0,0,0
102222,1,1,1,1,1,1,1,1,1,1,1,0
102223,1,1,1,1,1,1,1,1,0,1,1,1
102224,1,1,1,1,1,1,1,1,1,1,1,1
102225,1,1,0,0,0,1,1,1,1,1,1,0
102226,1,1,1,0,1,0,1,0,1,1,0,0
102227,1,1,1,0,0,0,0,0,0,0,0,0
102228,1,1,1,1,1,1,1,1,1,1,1,1
102229,1,1,1,1,1,1,1,1,0,0,0,0
102230,1,1,0,0,1,1,0,1,1,1,1,0
102231,1,1,1,1,1,0,1,0,0,0,0,0
102232,1,1,1,1,0,0,0,0,0,0,0,0
102233,1,0,0,1,0,0,1,0,0,0,1,0
102234,1,0,1,1,1,1,1,0,1,1,1,0
102235,1,0,1,1,1,0,1,1,1,1,1,1
102236,1,1,1,1,1,1,1,1,1,0,0,0
102237,1,1,0,1,0,1,0,0,0,0,0,0
102238,1,1,1,1,1,1,1,1,1,1,1,1
102239,1,0,0,0,0,0,0,0,0,0,0,0
102240,1,1,1,1,1,1,1,1,0,0,0,0
102241,1,1,1,1,0,1,1,1,1,0,0,0
102242,1,1,1,1,1,1,1,1,1,1,1,1
102243,1,0,1,1,0,0,0,0,0,0,0,0
102244,1,0,0,0,0,0,0,0,0,0,0,0
102245,1,0,0,0,0,0,0,0,0,0,0,0
102246,1,0,0,0,1,0,0,0,0,0,0,0
102247,1,0,1,1,1,1,1,1,1,1,1,0
102248,1,1,1,1,1,1,1,1,1,1,0,1
102249,1,1,1,1,1,1,0,1,1,0,0,1
102250,1,1,1,1,1,1,1,1,1,1,1,1
102251,1,0,0,0,0,0,0,0,0,0,0,0
102252,1,0,0,0,0,0,0,0,0,0,0,0
102253,1,1,0,0,0,0,0,0,0,0,0,0
102254,1,1,0,0,0,0,0,0,0,0,0,0
102255,1,1,1,1,1,0,1,1,0,0,0,0
102256,1,1,0,0,0,0,0,0,0,0,0,0
102257,1,0,0,1,0,0,0,0,0,0,0,0
102258,1,0,0,0,0,0,0,0,0,0,0,0
102259,1,1,1,1,1,1,1,1,1,1,1,1
102260,1,1,0,1,0,0,0,1,1,1,0,0
102261,1,1,1,1,1,1,0,1,0,0,0,0
102262,1,1,0,0,0,0,0,0,0,0,0,0
102263,1,0,0,1,0,1,1,0,1,1,1,1
102264,1,0,0,0,0,0,0,0,0,0,0,0
102265,1,0,1,0,1,0,0,0,1,1,1,1
102266,1,0,0,0,0,0,0,0,0,0,0,0
102267,1,0,0,0,0,0,0,0,0,0,0,0
102268,1,1,0,0,0,0,0,0,0,0,0,0
102269,1,1,1,1,1,1,0,0,0,0,0,0
102270,1,1,0,1,1,0,1,1,1,0,1,0
102271,1,0,0,0,1,0,1,0,0,0,0,0
102272,1,1,0,0,0,0,0,0,0,0,0,0
102273,1,1,1,1,1,1,1,1,1,0,1,0
102274,1,1,1,1,0,1,0,0,1,1,1,0
102275,1,1,1,1,1,0,0,0,0,0,0,0
102276,1,1,1,1,1,0,1,1,1,1,1,1
102277,1,0,0,0,0,0,0,0,0,0,0,0
102278,1,1,0,0,0,1,0,0,0,0,0,1
102279,1,1,0,1,0,0,0,1,0,0,0,0
102280,1,1,0,1,1,1,0,1,0,1,1,0
102281,1,1,0,0,0,0,0,0,0,0,0,0
102282,1,1,1,1,1,1,1,1,1,0,1,1
102283,1,1,1,1,1,1,1,1,1,1,1,0
102284,1,0,0,0,0,0,0,0,0,0,0,0
102285,1,1,1,1,1,1,1,1,1,0,0,0
102286,1,0,0,0,0,0,0,0,0,0,0,0
102287,1,1,1,0,0,0,0,1,0,0,0,0
102288,1,1,1,1,1,1,1,0,0,0,0,0
102289,1,1,0,1,0,0,0,0,0,0,0,0
102290,1,1,1,0,0,0,0,0,0,0,0,0
102291,1,1,1,1,1,1,1,1,1,1,1,0
102292,1,1,0,0,0,0,0,0,0,0,0,0
102293,1,1,0,0,0,0,0,0,0,0,0,0
102294,1,0,0,0,0,0,0,0,0,0,0,0
102295,1,1,1,1,1,1,0,0,0,0,0,0
102296,1,0,0,0,0,0,0,0,0,0,0,0
102297,1,0,1,1,0,0,0,0,0,0,0,0
102298,1,0,0,0,0,0,0,0,0,1,1,1
102299,1,0,1,0,0,0,0,0,0,0,0,0
102300,1,0,0,0,0,0,0,0,0,0,0,0
102301,1,1,1,1,0,0,0,0,0,0,0,0
102302,1,1,1,1,1,0,0,0,0,0,0,0
102303,1,1,1,0,1,0,0,0,0,0,0,0
102304,1,0,1,0,0,0,0,0,0,0,0,0
102305,1,1,1,1,1,1,1,1,0,0,0,0
102306,1,0,0,0,0,0,0,0,0,0,0,0
102307,1,1,1,0,0,0,0,0,0,0,0,0
102308,1,0,0,0,0,0,0,0,0,0,0,0
102309,1,1,0,1,0,1,1,1,1,1,1,1
102310,1,1,1,1,1,1,1,1,0,0,0,0
102311,1,0,0,1,0,0,0,1,0,1,0,1
102312,1,1,1,1,1,1,1,1,0,1,1,1
102313,1,1,1,0,1,0,0,0,0,0,0,0
102314,1,1,1,1,1,0,1,1,0,0,0,0
102315,1,0,1,1,1,0,0,0,0,0,0,0
102316,1,0,0,0,0,1,1,0,0,0,0,1
102317,1,0,0,0,0,0,0,0,0,0,0,0
102318,1,1,1,1,1,1,1,0,1,0,1,1
